ID,fecundity,type,Time,avgCount,variance,stdev
0,0.5,infecteds,10,37,25.78947368,5.078333751
1,0.5,infecteds,20,43.55,27.83947368,5.276312508
2,0.5,infecteds,30,44.55,44.15526316,6.644942675
3,0.5,infecteds,40,43.3,41.90526316,6.473427466
4,0.5,infecteds,50,41.35,38.97631579,6.243101456
5,0.5,infecteds,60,37.95,44.36578947,6.660764932
6,0.5,infecteds,70,34.8,61.95789474,7.871333733
7,0.5,infecteds,80,32.5,72.57894737,8.519327871
8,0.5,infecteds,90,29.6,64.77894737,8.048536971
9,0.5,infecteds,100,26.5,56.89473684,7.542859991
10,0.5,infecteds,110,23.95,51.83947368,7.19996345
11,0.5,infecteds,120,21.75,37.67105263,6.137674855
12,0.5,infecteds,130,19.75,33.35526316,5.775401558
13,0.5,infecteds,140,17.85,25.39736842,5.039580183
14,0.5,infecteds,150,16.2,17.74736842,4.212762564
15,0.5,infecteds,160,14.45,18.89210526,4.346504948
16,0.5,infecteds,170,13.25,14.09210526,3.753945293
17,0.5,infecteds,180,11.75,13.98684211,3.739898676
18,0.5,infecteds,190,10.15,9.923684211,3.150187964
19,0.5,infecteds,200,9.1,9.673684211,3.110254686
20,0.5,infecteds,210,8.1,7.884210526,2.807883638
21,0.5,infecteds,220,7.3,6.852631579,2.617753155
22,0.5,infecteds,230,6.35,5.502631579,2.345768867
23,0.5,infecteds,240,5.75,6.092105263,2.468219047
24,0.5,infecteds,250,4.9,5.989473684,2.447340124
25,0.5,infecteds,260,4.4,5.410526316,2.326053808
26,0.5,infecteds,270,4.1,5.042105263,2.245463262
27,0.5,infecteds,280,3.65,4.134210526,2.033275812
28,0.5,infecteds,290,3.55,3.628947368,1.904979624
29,0.5,infecteds,300,3.4,3.621052632,1.902906364
30,0.5,infecteds,310,2.8,2.484210526,1.576137851
31,0.5,infecteds,320,2.55,1.944736842,1.394538218
32,0.5,infecteds,330,2.3,1.589473684,1.260743306
33,0.5,infecteds,340,2.2,1.431578947,1.196486083
34,0.5,infecteds,350,1.9,1.673684211,1.293709477
35,0.5,infecteds,360,1.7,1.8,1.341640786
36,0.5,infecteds,370,1.2,1.642105263,1.281446551
37,0.5,infecteds,380,1,1.157894737,1.076055174
38,0.5,infecteds,390,0.85,0.976315789,0.988086934
39,0.5,infecteds,400,0.75,0.723684211,0.850696309
40,0.5,infecteds,410,0.7,0.747368421,0.864504726
41,0.5,infecteds,420,0.4,0.252631579,0.50262469
42,0.5,infecteds,430,0.4,0.252631579,0.50262469
43,0.5,infecteds,440,0.25,0.197368421,0.444261658
44,0.5,infecteds,450,0.25,0.197368421,0.444261658
45,0.5,infecteds,460,0.15,0.134210526,0.366347549
46,0.5,infecteds,470,0.15,0.134210526,0.366347549
47,0.5,infecteds,480,0.15,0.134210526,0.366347549
48,0.5,infecteds,490,0.15,0.134210526,0.366347549
49,0.5,infecteds,500,0.1,0.094736842,0.307793506
50,0.5,infecteds,510,0.1,0.094736842,0.307793506
51,0.5,infecteds,520,0.1,0.094736842,0.307793506
52,0.5,infecteds,530,0.1,0.094736842,0.307793506
53,0.5,infecteds,540,0.1,0.094736842,0.307793506
54,0.5,infecteds,550,0.1,0.094736842,0.307793506
55,0.5,infecteds,560,0.1,0.094736842,0.307793506
56,0.5,infecteds,570,0.1,0.094736842,0.307793506
57,0.5,infecteds,580,0.1,0.094736842,0.307793506
58,0.5,infecteds,590,0.05,0.05,0.223606798
59,0.5,infecteds,600,0.05,0.05,0.223606798
60,0.5,infecteds,610,0.05,0.05,0.223606798
61,0.5,infecteds,620,0.05,0.05,0.223606798
62,0.5,infecteds,630,0,0,0
63,0.5,infecteds,640,0,0,0
64,0.5,infecteds,650,0,0,0
65,0.5,infecteds,660,0,0,0
66,0.5,infecteds,670,0,0,0
67,0.5,infecteds,680,0,0,0
68,0.5,infecteds,690,0,0,0
69,0.5,infecteds,700,0,0,0
70,0.5,infecteds,710,0,0,0
71,0.5,infecteds,720,0,0,0
72,0.5,infecteds,730,0,0,0
73,0.5,infecteds,740,0,0,0
74,0.5,infecteds,750,0,0,0
75,0.5,infecteds,760,0,0,0
76,0.5,infecteds,770,0,0,0
77,0.5,infecteds,780,0,0,0
78,0.5,infecteds,790,0,0,0
79,0.5,infecteds,800,0,0,0
80,0.5,infecteds,810,0,0,0
81,0.5,infecteds,820,0,0,0
82,0.5,infecteds,830,0,0,0
83,0.5,infecteds,840,0,0,0
84,0.5,infecteds,850,0,0,0
85,0.5,infecteds,860,0,0,0
86,0.5,infecteds,870,0,0,0
87,0.5,infecteds,880,0,0,0
88,0.5,infecteds,890,0,0,0
89,0.5,infecteds,900,0,0,0
90,0.5,infecteds,910,0,0,0
91,0.5,infecteds,920,0,0,0
92,0.5,infecteds,930,0,0,0
93,0.5,infecteds,940,0,0,0
94,0.5,infecteds,950,0,0,0
95,0.5,infecteds,960,0,0,0
96,0.5,infecteds,970,0,0,0
97,0.5,infecteds,980,0,0,0
98,0.5,infecteds,990,0,0,0
99,0.5,infecteds,1000,0,0,0
100,0.5,infecteds,1010,0,0,0
101,0.5,infecteds,1020,0,0,0
102,0.5,infecteds,1030,0,0,0
103,0.5,infecteds,1040,0,0,0
104,0.5,infecteds,1050,0,0,0
105,0.5,infecteds,1060,0,0,0
106,0.5,infecteds,1070,0,0,0
107,0.5,infecteds,1080,0,0,0
108,0.5,infecteds,1090,0,0,0
109,0.5,infecteds,1100,0,0,0
110,0.5,infecteds,1110,0,0,0
111,0.5,infecteds,1120,0,0,0
112,0.5,infecteds,1130,0,0,0
113,0.5,infecteds,1140,0,0,0
114,0.5,infecteds,1150,0,0,0
115,0.5,infecteds,1160,0,0,0
116,0.5,infecteds,1170,0,0,0
117,0.5,infecteds,1180,0,0,0
118,0.5,infecteds,1190,0,0,0
119,0.5,infecteds,1200,0,0,0
120,0.5,infecteds,1210,0,0,0
121,0.5,infecteds,1220,0,0,0
122,0.5,infecteds,1230,0,0,0
123,0.5,infecteds,1240,0,0,0
124,0.5,infecteds,1250,0,0,0
125,0.5,infecteds,1260,0,0,0
126,0.5,infecteds,1270,0,0,0
127,0.5,infecteds,1280,0,0,0
128,0.5,infecteds,1290,0,0,0
129,0.5,infecteds,1300,0,0,0
130,0.5,infecteds,1310,0,0,0
131,0.5,infecteds,1320,0,0,0
132,0.5,infecteds,1330,0,0,0
133,0.5,infecteds,1340,0,0,0
134,0.5,infecteds,1350,0,0,0
135,0.5,infecteds,1360,0,0,0
136,0.5,infecteds,1370,0,0,0
137,0.5,infecteds,1380,0,0,0
138,0.5,infecteds,1390,0,0,0
139,0.5,infecteds,1400,0,0,0
140,0.5,infecteds,1410,0,0,0
141,0.5,infecteds,1420,0,0,0
142,0.5,infecteds,1430,0,0,0
143,0.5,infecteds,1440,0,0,0
144,0.5,infecteds,1450,0,0,0
145,0.5,infecteds,1460,0,0,0
146,0.5,infecteds,1470,0,0,0
147,0.5,infecteds,1480,0,0,0
148,0.5,infecteds,1490,0,0,0
149,0.5,infecteds,1500,0,0,0
150,0.5,infecteds,1510,0,0,0
151,0.5,infecteds,1520,0,0,0
152,0.5,infecteds,1530,0,0,0
153,0.5,infecteds,1540,0,0,0
154,0.5,infecteds,1550,0,0,0
155,0.5,infecteds,1560,0,0,0
156,0.5,infecteds,1570,0,0,0
157,0.5,infecteds,1580,0,0,0
158,0.5,infecteds,1590,0,0,0
159,0.5,infecteds,1600,0,0,0
160,0.5,infecteds,1610,0,0,0
161,0.5,infecteds,1620,0,0,0
162,0.5,infecteds,1630,0,0,0
163,0.5,infecteds,1640,0,0,0
164,0.5,infecteds,1650,0,0,0
165,0.5,infecteds,1660,0,0,0
166,0.5,infecteds,1670,0,0,0
167,0.5,infecteds,1680,0,0,0
168,0.5,infecteds,1690,0,0,0
169,0.5,infecteds,1700,0,0,0
170,0.5,infecteds,1710,0,0,0
171,0.5,infecteds,1720,0,0,0
172,0.5,infecteds,1730,0,0,0
173,0.5,infecteds,1740,0,0,0
174,0.5,infecteds,1750,0,0,0
175,0.5,infecteds,1760,0,0,0
176,0.5,infecteds,1770,0,0,0
177,0.5,infecteds,1780,0,0,0
178,0.5,infecteds,1790,0,0,0
179,0.5,infecteds,1800,0,0,0
180,0.5,infecteds,1810,0,0,0
181,0.5,infecteds,1820,0,0,0
182,0.5,infecteds,1830,0,0,0
183,0.5,infecteds,1840,0,0,0
184,0.5,infecteds,1850,0,0,0
185,0.5,infecteds,1860,0,0,0
186,0.5,infecteds,1870,0,0,0
187,0.5,infecteds,1880,0,0,0
188,0.5,infecteds,1890,0,0,0
189,0.5,infecteds,1900,0,0,0
190,0.5,infecteds,1910,0,0,0
191,0.5,infecteds,1920,0,0,0
192,0.5,infecteds,1930,0,0,0
193,0.5,infecteds,1940,0,0,0
194,0.5,infecteds,1950,0,0,0
195,0.5,infecteds,1960,0,0,0
196,0.5,infecteds,1970,0,0,0
197,0.5,infecteds,1980,0,0,0
198,0.5,infecteds,1990,0,0,0
199,0.5,infecteds,2000,0,0,0
200,0.5,infecteds,2010,0,0,0
201,0.5,infecteds,2020,0,0,0
202,0.5,infecteds,2030,0,0,0
203,0.5,infecteds,2040,0,0,0
204,0.5,infecteds,2050,0,0,0
205,0.5,infecteds,2060,0,0,0
206,0.5,infecteds,2070,0,0,0
207,0.5,infecteds,2080,0,0,0
208,0.5,infecteds,2090,0,0,0
209,0.5,infecteds,2100,0,0,0
210,0.5,infecteds,2110,0,0,0
211,0.5,infecteds,2120,0,0,0
212,0.5,infecteds,2130,0,0,0
213,0.5,infecteds,2140,0,0,0
214,0.5,infecteds,2150,0,0,0
215,0.5,infecteds,2160,0,0,0
216,0.5,infecteds,2170,0,0,0
217,0.5,infecteds,2180,0,0,0
218,0.5,infecteds,2190,0,0,0
219,0.5,infecteds,2200,0,0,0
220,0.5,infecteds,2210,0,0,0
221,0.5,infecteds,2220,0,0,0
222,0.5,infecteds,2230,0,0,0
223,0.5,infecteds,2240,0,0,0
224,0.5,infecteds,2250,0,0,0
225,0.5,infecteds,2260,0,0,0
226,0.5,infecteds,2270,0,0,0
227,0.5,infecteds,2280,0,0,0
228,0.5,infecteds,2290,0,0,0
229,0.5,infecteds,2300,0,0,0
230,0.5,infecteds,2310,0,0,0
231,0.5,infecteds,2320,0,0,0
232,0.5,infecteds,2330,0,0,0
233,0.5,infecteds,2340,0,0,0
234,0.5,infecteds,2350,0,0,0
235,0.5,infecteds,2360,0,0,0
236,0.5,infecteds,2370,0,0,0
237,0.5,infecteds,2380,0,0,0
238,0.5,infecteds,2390,0,0,0
239,0.5,infecteds,2400,0,0,0
240,0.5,infecteds,2410,0,0,0
241,0.5,infecteds,2420,0,0,0
242,0.5,infecteds,2430,0,0,0
243,0.5,infecteds,2440,0,0,0
244,0.5,infecteds,2450,0,0,0
245,0.5,infecteds,2460,0,0,0
246,0.5,infecteds,2470,0,0,0
247,0.5,infecteds,2480,0,0,0
248,0.5,infecteds,2490,0,0,0
249,0.5,infecteds,2500,0,0,0
250,0.5,infecteds,2510,0,0,0
251,0.5,infecteds,2520,0,0,0
252,0.5,infecteds,2530,0,0,0
253,0.5,infecteds,2540,0,0,0
254,0.5,infecteds,2550,0,0,0
255,0.5,infecteds,2560,0,0,0
256,0.5,infecteds,2570,0,0,0
257,0.5,infecteds,2580,0,0,0
258,0.5,infecteds,2590,0,0,0
259,0.5,infecteds,2600,0,0,0
260,0.5,infecteds,2610,0,0,0
261,0.5,infecteds,2620,0,0,0
262,0.5,infecteds,2630,0,0,0
263,0.5,infecteds,2640,0,0,0
264,0.5,infecteds,2650,0,0,0
265,0.5,infecteds,2660,0,0,0
266,0.5,infecteds,2670,0,0,0
267,0.5,infecteds,2680,0,0,0
268,0.5,infecteds,2690,0,0,0
269,0.5,infecteds,2700,0,0,0
270,0.5,infecteds,2710,0,0,0
271,0.5,infecteds,2720,0,0,0
272,0.5,infecteds,2730,0,0,0
273,0.5,infecteds,2740,0,0,0
274,0.5,infecteds,2750,0,0,0
275,0.5,infecteds,2760,0,0,0
276,0.5,infecteds,2770,0,0,0
277,0.5,infecteds,2780,0,0,0
278,0.5,infecteds,2790,0,0,0
279,0.5,infecteds,2800,0,0,0
280,0.5,infecteds,2810,0,0,0
281,0.5,infecteds,2820,0,0,0
282,0.5,infecteds,2830,0,0,0
283,0.5,infecteds,2840,0,0,0
284,0.5,infecteds,2850,0,0,0
285,0.5,infecteds,2860,0,0,0
286,0.5,infecteds,2870,0,0,0
287,0.5,infecteds,2880,0,0,0
288,0.5,infecteds,2890,0,0,0
289,0.5,infecteds,2900,0,0,0
290,0.5,infecteds,2910,0,0,0
291,0.5,infecteds,2920,0,0,0
292,0.5,infecteds,2930,0,0,0
293,0.5,infecteds,2940,0,0,0
294,0.5,infecteds,2950,0,0,0
295,0.5,infecteds,2960,0,0,0
296,0.5,infecteds,2970,0,0,0
297,0.5,infecteds,2980,0,0,0
298,0.5,infecteds,2990,0,0,0
299,0.5,infecteds,3000,0,0,0
300,0.5,infecteds,3010,0,0,0
301,0.5,infecteds,3020,0,0,0
302,0.5,infecteds,3030,0,0,0
303,0.5,infecteds,3040,0,0,0
304,0.5,infecteds,3050,0,0,0
305,0.5,infecteds,3060,0,0,0
306,0.5,infecteds,3070,0,0,0
307,0.5,infecteds,3080,0,0,0
308,0.5,infecteds,3090,0,0,0
309,0.5,infecteds,3100,0,0,0
310,0.5,infecteds,3110,0,0,0
311,0.5,infecteds,3120,0,0,0
312,0.5,infecteds,3130,0,0,0
313,0.5,infecteds,3140,0,0,0
314,0.5,infecteds,3150,0,0,0
315,0.5,infecteds,3160,0,0,0
316,0.5,infecteds,3170,0,0,0
317,0.5,infecteds,3180,0,0,0
318,0.5,infecteds,3190,0,0,0
319,0.5,infecteds,3200,0,0,0
320,0.5,infecteds,3210,0,0,0
321,0.5,infecteds,3220,0,0,0
322,0.5,infecteds,3230,0,0,0
323,0.5,infecteds,3240,0,0,0
324,0.5,infecteds,3250,0,0,0
325,0.5,infecteds,3260,0,0,0
326,0.5,infecteds,3270,0,0,0
327,0.5,infecteds,3280,0,0,0
328,0.5,infecteds,3290,0,0,0
329,0.5,infecteds,3300,0,0,0
330,0.5,infecteds,3310,0,0,0
331,0.5,infecteds,3320,0,0,0
332,0.5,infecteds,3330,0,0,0
333,0.5,infecteds,3340,0,0,0
334,0.5,infecteds,3350,0,0,0
335,0.5,infecteds,3360,0,0,0
336,0.5,infecteds,3370,0,0,0
337,0.5,infecteds,3380,0,0,0
338,0.5,infecteds,3390,0,0,0
339,0.5,infecteds,3400,0,0,0
340,0.5,infecteds,3410,0,0,0
341,0.5,infecteds,3420,0,0,0
342,0.5,infecteds,3430,0,0,0
343,0.5,infecteds,3440,0,0,0
344,0.5,infecteds,3450,0,0,0
345,0.5,infecteds,3460,0,0,0
346,0.5,infecteds,3470,0,0,0
347,0.5,infecteds,3480,0,0,0
348,0.5,infecteds,3490,0,0,0
349,0.5,infecteds,3500,0,0,0
350,0.5,infecteds,3510,0,0,0
351,0.5,infecteds,3520,0,0,0
352,0.5,infecteds,3530,0,0,0
353,0.5,infecteds,3540,0,0,0
354,0.5,infecteds,3550,0,0,0
355,0.5,infecteds,3560,0,0,0
356,0.5,infecteds,3570,0,0,0
357,0.5,infecteds,3580,0,0,0
358,0.5,infecteds,3590,0,0,0
359,0.5,infecteds,3600,0,0,0
360,0.5,infecteds,3610,0,0,0
361,0.5,infecteds,3620,0,0,0
362,0.5,infecteds,3630,0,0,0
363,0.5,infecteds,3640,0,0,0
364,0.5,infecteds,3650,0,0,0
365,0.5,infecteds,3660,0,0,0
366,0.5,infecteds,3670,0,0,0
367,0.5,infecteds,3680,0,0,0
368,0.5,infecteds,3690,0,0,0
369,0.5,infecteds,3700,0,0,0
370,0.5,infecteds,3710,0,0,0
371,0.5,infecteds,3720,0,0,0
372,0.5,infecteds,3730,0,0,0
373,0.5,infecteds,3740,0,0,0
374,0.5,infecteds,3750,0,0,0
375,0.5,infecteds,3760,0,0,0
376,0.5,infecteds,3770,0,0,0
377,0.5,infecteds,3780,0,0,0
378,0.5,infecteds,3790,0,0,0
379,0.5,infecteds,3800,0,0,0
380,0.5,infecteds,3810,0,0,0
381,0.5,infecteds,3820,0,0,0
382,0.5,infecteds,3830,0,0,0
383,0.5,infecteds,3840,0,0,0
384,0.5,infecteds,3850,0,0,0
385,0.5,infecteds,3860,0,0,0
386,0.5,infecteds,3870,0,0,0
387,0.5,infecteds,3880,0,0,0
388,0.5,infecteds,3890,0,0,0
389,0.5,infecteds,3900,0,0,0
390,0.5,infecteds,3910,0,0,0
391,0.5,infecteds,3920,0,0,0
392,0.5,infecteds,3930,0,0,0
393,0.5,infecteds,3940,0,0,0
394,0.5,infecteds,3950,0,0,0
395,0.5,infecteds,3960,0,0,0
396,0.5,infecteds,3970,0,0,0
397,0.5,infecteds,3980,0,0,0
398,0.5,infecteds,3990,0,0,0
399,0.5,infecteds,4000,0,0,0
400,0.5,infecteds,4010,0,0,0
401,0.5,infecteds,4020,0,0,0
402,0.5,infecteds,4030,0,0,0
403,0.5,infecteds,4040,0,0,0
404,0.5,infecteds,4050,0,0,0
405,0.5,infecteds,4060,0,0,0
406,0.5,infecteds,4070,0,0,0
407,0.5,infecteds,4080,0,0,0
408,0.5,infecteds,4090,0,0,0
409,0.5,infecteds,4100,0,0,0
410,0.5,infecteds,4110,0,0,0
411,0.5,infecteds,4120,0,0,0
412,0.5,infecteds,4130,0,0,0
413,0.5,infecteds,4140,0,0,0
414,0.5,infecteds,4150,0,0,0
415,0.5,infecteds,4160,0,0,0
416,0.5,infecteds,4170,0,0,0
417,0.5,infecteds,4180,0,0,0
418,0.5,infecteds,4190,0,0,0
419,0.5,infecteds,4200,0,0,0
420,0.5,infecteds,4210,0,0,0
421,0.5,infecteds,4220,0,0,0
422,0.5,infecteds,4230,0,0,0
423,0.5,infecteds,4240,0,0,0
424,0.5,infecteds,4250,0,0,0
425,0.5,infecteds,4260,0,0,0
426,0.5,infecteds,4270,0,0,0
427,0.5,infecteds,4280,0,0,0
428,0.5,infecteds,4290,0,0,0
429,0.5,infecteds,4300,0,0,0
430,0.5,infecteds,4310,0,0,0
431,0.5,infecteds,4320,0,0,0
432,0.5,infecteds,4330,0,0,0
433,0.5,infecteds,4340,0,0,0
434,0.5,infecteds,4350,0,0,0
435,0.5,infecteds,4360,0,0,0
436,0.5,infecteds,4370,0,0,0
437,0.5,infecteds,4380,0,0,0
438,0.5,infecteds,4390,0,0,0
439,0.5,infecteds,4400,0,0,0
440,0.5,infecteds,4410,0,0,0
441,0.5,infecteds,4420,0,0,0
442,0.5,infecteds,4430,0,0,0
443,0.5,infecteds,4440,0,0,0
444,0.5,infecteds,4450,0,0,0
445,0.5,infecteds,4460,0,0,0
446,0.5,infecteds,4470,0,0,0
447,0.5,infecteds,4480,0,0,0
448,0.5,infecteds,4490,0,0,0
449,0.5,infecteds,4500,0,0,0
450,0.5,infecteds,4510,0,0,0
451,0.5,infecteds,4520,0,0,0
452,0.5,infecteds,4530,0,0,0
453,0.5,infecteds,4540,0,0,0
454,0.5,infecteds,4550,0,0,0
455,0.5,infecteds,4560,0,0,0
456,0.5,infecteds,4570,0,0,0
457,0.5,infecteds,4580,0,0,0
458,0.5,infecteds,4590,0,0,0
459,0.5,infecteds,4600,0,0,0
460,0.5,infecteds,4610,0,0,0
461,0.5,infecteds,4620,0,0,0
462,0.5,infecteds,4630,0,0,0
463,0.5,infecteds,4640,0,0,0
464,0.5,infecteds,4650,0,0,0
465,0.5,infecteds,4660,0,0,0
466,0.5,infecteds,4670,0,0,0
467,0.5,infecteds,4680,0,0,0
468,0.5,infecteds,4690,0,0,0
469,0.5,infecteds,4700,0,0,0
470,0.5,infecteds,4710,0,0,0
471,0.5,infecteds,4720,0,0,0
472,0.5,infecteds,4730,0,0,0
473,0.5,infecteds,4740,0,0,0
474,0.5,infecteds,4750,0,0,0
475,0.5,infecteds,4760,0,0,0
476,0.5,infecteds,4770,0,0,0
477,0.5,infecteds,4780,0,0,0
478,0.5,infecteds,4790,0,0,0
479,0.5,infecteds,4800,0,0,0
480,0.5,infecteds,4810,0,0,0
481,0.5,infecteds,4820,0,0,0
482,0.5,infecteds,4830,0,0,0
483,0.5,infecteds,4840,0,0,0
484,0.5,infecteds,4850,0,0,0
485,0.5,infecteds,4860,0,0,0
486,0.5,infecteds,4870,0,0,0
487,0.5,infecteds,4880,0,0,0
488,0.5,infecteds,4890,0,0,0
489,0.5,infecteds,4900,0,0,0
490,0.5,infecteds,4910,0,0,0
491,0.5,infecteds,4920,0,0,0
492,0.5,infecteds,4930,0,0,0
493,0.5,infecteds,4940,0,0,0
494,0.5,infecteds,4950,0,0,0
495,0.5,infecteds,4960,0,0,0
496,0.5,infecteds,4970,0,0,0
497,0.5,infecteds,4980,0,0,0
498,0.5,infecteds,4990,0,0,0
499,0.5,infecteds,5000,0,0,0
500,0.5,infecteds,5010,0,0,0
501,0.5,infecteds,5020,0,0,0
502,0.5,infecteds,5030,0,0,0
503,0.5,infecteds,5040,0,0,0
504,0.5,infecteds,5050,0,0,0
505,0.5,infecteds,5060,0,0,0
506,0.5,infecteds,5070,0,0,0
507,0.5,infecteds,5080,0,0,0
508,0.5,infecteds,5090,0,0,0
509,0.5,infecteds,5100,0,0,0
510,0.5,infecteds,5110,0,0,0
511,0.5,infecteds,5120,0,0,0
512,0.5,infecteds,5130,0,0,0
513,0.5,infecteds,5140,0,0,0
514,0.5,infecteds,5150,0,0,0
515,0.5,infecteds,5160,0,0,0
516,0.5,infecteds,5170,0,0,0
517,0.5,infecteds,5180,0,0,0
518,0.5,infecteds,5190,0,0,0
519,0.5,infecteds,5200,0,0,0
520,0.5,infecteds,5210,0,0,0
521,0.5,infecteds,5220,0,0,0
522,0.5,infecteds,5230,0,0,0
523,0.5,infecteds,5240,0,0,0
524,0.5,infecteds,5250,0,0,0
525,0.5,infecteds,5260,0,0,0
526,0.5,infecteds,5270,0,0,0
527,0.5,infecteds,5280,0,0,0
528,0.5,infecteds,5290,0,0,0
529,0.5,infecteds,5300,0,0,0
530,0.5,infecteds,5310,0,0,0
531,0.5,infecteds,5320,0,0,0
532,0.5,infecteds,5330,0,0,0
533,0.5,infecteds,5340,0,0,0
534,0.5,infecteds,5350,0,0,0
535,0.5,infecteds,5360,0,0,0
536,0.5,infecteds,5370,0,0,0
537,0.5,infecteds,5380,0,0,0
538,0.5,infecteds,5390,0,0,0
539,0.5,infecteds,5400,0,0,0
540,0.5,infecteds,5410,0,0,0
541,0.5,infecteds,5420,0,0,0
542,0.5,infecteds,5430,0,0,0
543,0.5,infecteds,5440,0,0,0
544,0.5,infecteds,5450,0,0,0
545,0.5,infecteds,5460,0,0,0
546,0.5,infecteds,5470,0,0,0
547,0.5,infecteds,5480,0,0,0
548,0.5,infecteds,5490,0,0,0
549,0.5,infecteds,5500,0,0,0
550,0.5,infecteds,5510,0,0,0
551,0.5,infecteds,5520,0,0,0
552,0.5,infecteds,5530,0,0,0
553,0.5,infecteds,5540,0,0,0
554,0.5,infecteds,5550,0,0,0
555,0.5,infecteds,5560,0,0,0
556,0.5,infecteds,5570,0,0,0
557,0.5,infecteds,5580,0,0,0
558,0.5,infecteds,5590,0,0,0
559,0.5,infecteds,5600,0,0,0
560,0.5,infecteds,5610,0,0,0
561,0.5,infecteds,5620,0,0,0
562,0.5,infecteds,5630,0,0,0
563,0.5,infecteds,5640,0,0,0
564,0.5,infecteds,5650,0,0,0
565,0.5,infecteds,5660,0,0,0
566,0.5,infecteds,5670,0,0,0
567,0.5,infecteds,5680,0,0,0
568,0.5,infecteds,5690,0,0,0
569,0.5,infecteds,5700,0,0,0
570,0.5,infecteds,5710,0,0,0
571,0.5,infecteds,5720,0,0,0
572,0.5,infecteds,5730,0,0,0
573,0.5,infecteds,5740,0,0,0
574,0.5,infecteds,5750,0,0,0
575,0.5,infecteds,5760,0,0,0
576,0.5,infecteds,5770,0,0,0
577,0.5,infecteds,5780,0,0,0
578,0.5,infecteds,5790,0,0,0
579,0.5,infecteds,5800,0,0,0
580,0.5,infecteds,5810,0,0,0
581,0.5,infecteds,5820,0,0,0
582,0.5,infecteds,5830,0,0,0
583,0.5,infecteds,5840,0,0,0
584,0.5,infecteds,5850,0,0,0
585,0.5,infecteds,5860,0,0,0
586,0.5,infecteds,5870,0,0,0
587,0.5,infecteds,5880,0,0,0
588,0.5,infecteds,5890,0,0,0
589,0.5,infecteds,5900,0,0,0
590,0.5,infecteds,5910,0,0,0
591,0.5,infecteds,5920,0,0,0
592,0.5,infecteds,5930,0,0,0
593,0.5,infecteds,5940,0,0,0
594,0.5,infecteds,5950,0,0,0
595,0.5,infecteds,5960,0,0,0
596,0.5,infecteds,5970,0,0,0
597,0.5,infecteds,5980,0,0,0
598,0.5,infecteds,5990,0,0,0
599,0.5,infecteds,6000,0,0,0
600,0.5,infecteds,6010,0,0,0
601,0.5,infecteds,6020,0,0,0
602,0.5,infecteds,6030,0,0,0
603,0.5,infecteds,6040,0,0,0
604,0.5,infecteds,6050,0,0,0
605,0.5,infecteds,6060,0,0,0
606,0.5,infecteds,6070,0,0,0
607,0.5,infecteds,6080,0,0,0
608,0.5,infecteds,6090,0,0,0
609,0.5,infecteds,6100,0,0,0
610,0.5,infecteds,6110,0,0,0
611,0.5,infecteds,6120,0,0,0
612,0.5,infecteds,6130,0,0,0
613,0.5,infecteds,6140,0,0,0
614,0.5,infecteds,6150,0,0,0
615,0.5,infecteds,6160,0,0,0
616,0.5,infecteds,6170,0,0,0
617,0.5,infecteds,6180,0,0,0
618,0.5,infecteds,6190,0,0,0
619,0.5,infecteds,6200,0,0,0
620,0.5,infecteds,6210,0,0,0
621,0.5,infecteds,6220,0,0,0
622,0.5,infecteds,6230,0,0,0
623,0.5,infecteds,6240,0,0,0
624,0.5,infecteds,6250,0,0,0
625,0.5,infecteds,6260,0,0,0
626,0.5,infecteds,6270,0,0,0
627,0.5,infecteds,6280,0,0,0
628,0.5,infecteds,6290,0,0,0
629,0.5,infecteds,6300,0,0,0
630,0.5,infecteds,6310,0,0,0
631,0.5,infecteds,6320,0,0,0
632,0.5,infecteds,6330,0,0,0
633,0.5,infecteds,6340,0,0,0
634,0.5,infecteds,6350,0,0,0
635,0.5,infecteds,6360,0,0,0
636,0.5,infecteds,6370,0,0,0
637,0.5,infecteds,6380,0,0,0
638,0.5,infecteds,6390,0,0,0
639,0.5,infecteds,6400,0,0,0
640,0.5,infecteds,6410,0,0,0
641,0.5,infecteds,6420,0,0,0
642,0.5,infecteds,6430,0,0,0
643,0.5,infecteds,6440,0,0,0
644,0.5,infecteds,6450,0,0,0
645,0.5,infecteds,6460,0,0,0
646,0.5,infecteds,6470,0,0,0
647,0.5,infecteds,6480,0,0,0
648,0.5,infecteds,6490,0,0,0
649,0.5,infecteds,6500,0,0,0
650,0.5,infecteds,6510,0,0,0
651,0.5,infecteds,6520,0,0,0
652,0.5,infecteds,6530,0,0,0
653,0.5,infecteds,6540,0,0,0
654,0.5,infecteds,6550,0,0,0
655,0.5,infecteds,6560,0,0,0
656,0.5,infecteds,6570,0,0,0
657,0.5,infecteds,6580,0,0,0
658,0.5,infecteds,6590,0,0,0
659,0.5,infecteds,6600,0,0,0
660,0.5,infecteds,6610,0,0,0
661,0.5,infecteds,6620,0,0,0
662,0.5,infecteds,6630,0,0,0
663,0.5,infecteds,6640,0,0,0
664,0.5,infecteds,6650,0,0,0
665,0.5,infecteds,6660,0,0,0
666,0.5,infecteds,6670,0,0,0
667,0.5,infecteds,6680,0,0,0
668,0.5,infecteds,6690,0,0,0
669,0.5,infecteds,6700,0,0,0
670,0.5,infecteds,6710,0,0,0
671,0.5,infecteds,6720,0,0,0
672,0.5,infecteds,6730,0,0,0
